λ,espec_0,espec_1,espec_2,espec_3,espec_4,espec_5,espec_6,espec_7,espec_8,espec_9
0.9615676417324365,-0.025810057951562517,215.79839034559248,766.8888844793584,899.0755787717219,5707.018634717195,27549.98290874933,-17074.538487401507,48597.438509640284,134261.35416083745,-130918.54243311736
0.9625403719365415,-0.025754390643668607,223.27511953603107,565.5786765757957,1961.5852730615456,6708.933808500313,17312.61257371443,-17863.07283654906,59670.2751618933,186034.64870443102,-119047.40860924716
0.9635140861629959,-0.025682988209560404,228.49433272547836,404.7974084265902,2862.4922594639856,7401.66442920641,7944.682030067769,-16666.952025785533,73573.35428743172,247277.04179650353,-75591.98545463457
0.9644887854072453,-0.025601542946778896,232.33318850381244,270.7339395514559,3438.89217055711,7846.861208292234,1442.848674101272,-11354.26038426449,55361.93774717149,270694.12522280833,-36327.07159466151
0.9654644706657424,-0.02550656118848485,234.53950107837224,189.195342402956,3873.1525719325837,7988.9335844734205,-3408.5326417367073,-5836.269754185944,59191.448493138574,312583.7267447628,65755.57385861363
0.966441142935948,-0.02541074623832805,236.42563228479983,113.74534193203867,4160.586340205753,8101.479008747235,-6939.476563008468,-313.751621910952,35359.1009195323,325090.13221451646,137068.50092970452
0.9674188032163311,-0.02530628637036534,238.06433135497156,66.07283560220368,4369.720190291176,7996.330773264047,-8571.472083732733,5344.956876716018,25771.011450468388,338550.00418571284,302884.434216631
0.9683974525063719,-0.02519753807144748,238.94254814469258,45.91559326358933,4513.771264538696,7788.666203175627,-9112.44673029551,8771.594448974103,34847.667223214805,369345.42715169705,477635.39245746646
0.969377091806561,-0.025091906244599806,239.65858139713717,18.480001661066368,4611.489206650477,7621.042662635822,-9692.496477332437,12690.138972622108,33617.62455227113,368301.97095332464,594472.6259450515
0.9703577221184014,-0.024980884518567597,240.40195078267647,6.764393117016631,4685.822441198096,7341.008227863413,-9262.40896872885,15578.253515235077,45990.85120183195,365437.5741024216,776122.6034387164
0.9713393444444091,-0.024878462890885456,240.5086668898519,-26.88580014748324,4717.059924445588,7293.253224118498,-10555.794327199783,17472.05776502342,41554.78617844743,325791.54594280163,773761.9255338141
0.9723219597881141,-0.024777788517654505,240.51311330865514,-58.892611451704035,4734.827861582756,7232.73339207515,-11658.817912761793,19994.06864293139,36988.98395312923,273605.8919915395,757158.342772944
0.9733055691540622,-0.024675008936602724,240.55768656005873,-99.38831457345817,4725.593249672021,7217.397298831917,-12702.099587163058,20924.986434473623,35098.589297508384,224042.70087431846,729739.1303216354
0.9742901735478142,-0.02458060829483355,239.99757337751558,-148.91675950976955,4700.198735562925,7362.271477556537,-15121.26186008471,21697.13730737714,19805.6012989617,149517.9936736792,563569.2586468968
0.9752757739759498,-0.024484580170738245,239.41759636106642,-178.03776488890003,4691.76175684015,7384.566666340681,-16552.995428828963,23404.30800901346,10418.306235207468,84589.15906989023,466714.6694343504
0.9762623714460654,-0.02438775551099238,238.8218482770234,-214.5576233258922,4663.534576011738,7445.419854935061,-17968.506621695487,23802.23124687356,1255.893283683726,24352.231894788543,356629.4184542192
0.9772499669667776,-0.02429786607426105,237.46617008209822,-203.42206320212904,4679.101948473234,7389.627851739968,-19233.293728109875,26436.31929016475,-4178.534485959013,-10732.635932164081,262479.51014763303
0.9782385615477232,-0.024206215996454578,236.16747396201993,-181.95232988287293,4700.282104538928,7260.299696755102,-19779.462770045488,29230.441837549723,-5695.9204631799885,-33480.21339853993,218739.5736651137
0.9792281561995598,-0.02411395171912188,234.7345155323265,-165.23844307460305,4704.042319588041,7125.80397037187,-19961.82916769065,30168.820713299752,-6664.5818898674215,-44880.70297515948,173511.62790106417
0.9802187519339685,-0.02402475325920753,232.94868314890996,-122.10402696838455,4731.5856315322635,6921.197931095948,-19915.223381364194,32077.236404667732,-4105.69037093185,-40075.16581335037,145693.0736038207
0.9812103497636523,-0.02393328388946219,231.4785059413159,-97.67120264789048,4727.551831678059,6758.009329028382,-19685.226798500025,32483.323135484912,-4352.937566044712,-28314.75966615869,123850.06261381877
0.9822029507023402,-0.023842153826216933,229.88095166717534,-70.19787490313287,4716.352776800984,6583.156005220572,-19301.442377714313,31869.599874782016,-831.0072421404751,-6752.778268339414,101477.35002937945
0.983196555764786,-0.023750346180589924,228.42885399762272,-45.198033110683845,4700.429576009454,6444.158285292627,-18864.863948593204,30332.665697637116,4903.144108381648,21964.365464512608,72068.9340092055
0.9841911659667696,-0.023656524088729494,227.18086720532807,-32.036327753514996,4662.901718554433,6329.411977077482,-18296.74532232817,27073.23648387133,13070.070537310698,52335.969812205294,44876.07115864376
0.9851867823250992,-0.02356250475101922,225.94517102374414,-12.671902487938137,4620.998011902047,6211.253882598846,-17812.469568545235,22835.33309647458,33649.40323891339,82131.49509824158,16681.11858248596
0.9861834058576112,-0.02346833873474669,224.84947911917266,2.7998729850326525,4572.2465386086915,6116.653556543611,-17350.940545906175,18532.021162448596,50376.921934428894,107530.76115097212,-11426.912376711703
0.9871810375831718,-0.02337364441668123,223.7241541355121,22.937414369553764,4515.878007397775,5995.121808223805,-16779.26689763448,12632.658588337245,78158.61781803482,131968.16080476326,-35036.47014594384
0.988179678521678,-0.023279343570496807,222.59116147450806,42.25265999957739,4450.099170090486,5876.906316488696,-16105.93729076597,7106.203060161988,102020.3721466305,149810.12651303434,-61524.932476700465
0.9891793296940583,-0.023185267377448516,221.59271635717434,61.11439848856841,4380.141901594204,5759.506610156775,-15510.865439106909,1965.9416890247014,116887.2244109757,143985.00737111896,-71908.97858907499
0.9901799921222743,-0.023090829197807243,220.51517945794882,85.77628501432409,4292.843500341942,5620.629448792265,-14708.597325583802,-4032.2870007119764,138730.5003290012,136090.17768410107,-79180.20164669034
0.9911816668293207,-0.022998702155878317,219.38823249926904,91.66211790143855,4170.857686197756,5494.264016158133,-13400.530323761155,-5612.478207012791,114537.91798339126,98418.70302146845,-89604.79845423314
0.9921843548392281,-0.022905599156244662,218.0853816129402,104.23725795963348,4012.6627288091863,5334.426176983496,-11682.419796735228,-7068.866587500757,86569.48698303847,52046.25924315042,-94122.58054041161
0.9931880571770624,-0.022811897835971873,216.4858606771603,127.84655787758109,3802.349208524717,5147.080584641927,-9259.580078420413,-9216.349190176112,64331.33103377764,11315.0649384702,-103485.66005451142
0.9941927748689262,-0.02271470635621509,214.26534040570343,161.46754540181487,3501.7529455454273,4873.163463399818,-6074.934014278479,-8893.383862276438,25340.531263719415,-41416.46980970122,-108553.89335020253
0.9951985089419609,-0.022612251232217117,211.19400459883275,227.46246718940543,3082.805537805222,4473.514428797298,-1539.4489836929517,-9680.137502646636,1336.7001614561393,-83538.1967278543,-112807.34496717784
0.9962052604243465,-0.022503514928494728,207.12680756167418,316.58608858243326,2546.2080469820326,3934.2035333907224,3959.3350932459743,-9035.281075188257,-22289.119640196815,-121683.64173059625,-114214.88970925577
0.9972130303453031,-0.022381118461541415,201.1420375476245,456.6033897654465,1777.0384559760475,3106.8029350937363,11261.864487841058,-6330.871926412626,-39694.181190084884,-149892.98784835296,-105633.64535592278
0.9982218197350919,-0.022251681871297287,194.17744663693844,627.4466536537948,897.5984198256489,2133.365497935987,19485.8611884675,-3893.229586603145,-41603.085606412664,-166834.66333524615,-90989.20675177965
0.9992316296250167,-0.02210402653503878,184.83031071173247,848.5222746679245,-197.2207570555516,804.2888735761674,28807.64108628907,1934.7025186421229,-29676.50961782117,-169913.20921985674,-51462.0030181389
1.000242461047424,-0.021949847065489535,174.6055292301364,1087.9918579994858,-1378.7750343991663,-653.9289227267767,38784.88782388681,8626.77825626467,-12486.212956969059,-165551.3956127443,-4694.87491590147
1.0012543150357052,-0.021792158692035917,164.02933489064608,1320.5026536151836,-2526.898768231391,-2154.16692743628,48205.84315475271,15581.411927809913,16072.350399888679,-149894.98192740543,54707.240233833494
1.002267192624297,-0.021634872015223353,153.7858121761412,1528.8758656726798,-3591.26231421113,-3603.6813701844326,56816.794061186156,22397.69203931662,49719.55522881746,-124545.75501267378,119731.26403511531
1.003281094848682,-0.021481796116850832,144.2628002728209,1708.102332922618,-4536.007889009206,-4940.395244613679,64484.2026069253,28190.5320056573,86745.32465636947,-94348.08669342178,185587.57042681688
1.0042960227453908,-0.02134916733742471,138.54217403097172,1772.5625272819277,-5042.880778694294,-5743.338908298873,68869.41339695302,30309.63708577784,120743.33374383984,-57880.78197730286,236710.87503778943
1.0053119773520025,-0.021226617214487823,134.77834014512868,1786.40607684529,-5362.346657381072,-6284.886608741118,71878.19656918988,30926.0259328467,149485.65064731264,-21759.943025658504,276674.6708181282
1.006328959707146,-0.021125112789460693,135.09919444372287,1694.7330115618317,-5291.875771124142,-6280.8866175699995,72044.09503239913,28302.808218359376,167530.82896626025,13350.742044556715,293312.81395747163
1.0073469708505007,-0.021044095082167084,139.49046894563938,1513.618617235109,-4885.442406979486,-5758.344316712239,69623.41192222554,23536.443851802516,170188.78846550226,42095.60660563081,282745.7440807413
1.0083660118227973,-0.020974165834162457,145.98782392410828,1285.450759655914,-4296.800483292993,-4962.802211690907,65795.65899426828,17593.862304522325,165109.73096493012,67582.37258347655,258302.19195665204
1.00938608366582,-0.020929564320061014,156.83698269721123,976.2492008765282,-3348.0824986802104,-3610.4925759574458,58875.74544382252,10434.53151167119,139844.4303365806,80211.10805512816,202079.3424781678
1.0104071874224063,-0.020890543135312228,167.65550175414867,679.1642635353406,-2362.233689394927,-2239.6711188751624,51293.153310611924,4192.03665006625,111973.72583951036,87124.1230040933,144598.43371171237
1.0114293241364496,-0.02086197481839373,179.14766256138574,383.33218436417775,-1277.891730627709,-758.2144914293016,42461.70093256651,-1157.1883319262583,77683.04602733777,85281.02455545872,80310.73382317513
1.0124524948528981,-0.020836034739370655,188.1704705513001,166.95369295030972,-280.28739030938937,472.455036543393,33390.00073663256,-3188.1713340406936,46910.94953075625,73545.09859508686,30261.204427412344
1.0134767006177576,-0.020810731782200283,196.13024075798367,-15.659860994030202,675.7895497900569,1591.9894974004746,24280.49133846871,-3829.0569669195793,17737.194540410805,57640.19198937743,-13343.359947815343
1.0145019424780926,-0.02078247578273372,200.44518495412862,-93.70437197075786,1455.036109159171,2311.3957642028554,15658.252737928879,-584.3596138738562,-3267.7837852297844,33069.54449619895,-33503.694503481
1.0155282214820258,-0.02074817052897481,203.2004146757806,-132.82067954081316,2116.646403899158,2831.1257616063217,7895.000742016745,3824.392464849558,-19538.964049037382,7027.025131491085,-41367.27386419518
1.016555538678741,-0.020709205015056378,204.18501053398717,-125.261986313168,2664.8944891518313,3137.9590731728745,799.0219021726567,9772.783446880077,-30945.062932548906,-21582.210563373617,-36347.060163606504
1.017583895118483,-0.020657722550567397,203.97312051275563,-95.76216181294265,3046.0160559890596,3239.3731356281182,-4494.648991621201,15873.356360806445,-37223.484464215544,-48732.861868356486,-18107.835620455346
1.018613291852559,-0.020601590458133073,203.4397710393637,-61.92295718070871,3368.291641949688,3277.3208968428526,-9100.904947266197,21839.86050801845,-41887.532342530016,-74982.47151182058,3978.2821670691724
1.01964372993334,-0.020535528533170498,202.57670091089668,-28.939152001657106,3579.2081857429707,3215.778056765795,-12244.769232082914,27168.569805866966,-43926.62588992393,-98611.79519027725,32415.579591859772
1.0206752104142611,-0.020463962063757016,201.8426443266635,-6.815308655586039,3732.869097478823,3131.8991405690604,-14479.685493531897,31520.060509569383,-45074.90844115146,-119312.67540492225,61138.165587451665
1.0217077343498238,-0.020388539327473545,201.12629717306055,10.409313755354262,3846.1698382878308,3025.222191804623,-16110.80952991294,35344.687851402734,-45392.73425078282,-138172.3955554404,90918.27047684911
1.0227413027955954,-0.020308699884423204,200.54131595875344,16.544674492760173,3904.921461523887,2905.397794107132,-16882.34156698417,37962.64231245087,-44625.589901993175,-153086.03522346972,119053.23635442992
1.023775916808212,-0.020227997675344098,199.95067300952556,22.583052403135767,3950.5734835759495,2783.4086370122177,-17463.568292715398,40245.73879892365,-42761.48943887135,-165408.306200217,146935.50017622721
1.0248115774453779,-0.02014591158736007,199.3846682516802,25.76971913578928,3974.6728413685128,2658.4128600491235,-17721.070869770418,41963.17633669861,-39914.26321023422,-174939.59923358398,173742.95854523088
1.0258482857658673,-0.020063372325251305,198.77991990518095,34.21491533377059,3990.807782060176,2537.503067154223,-17867.77722560703,43377.532809618984,-34278.04830101014,-178423.08506211027,201123.70438580835
1.0268860428295263,-0.01998058153054339,198.16674760711527,44.19516273058472,4002.4206041622547,2419.3011512855264,-17957.74796863392,44659.358376601085,-27681.086967357733,-179417.76539547244,227976.40583732168
1.0279248496972726,-0.019897536127398318,197.51475889418816,60.82549162075656,4011.1664136505347,2307.7476324031954,-18014.795500578133,45806.069698972926,-18281.62953019898,-174212.73521478695,255472.27118453255
1.0289647074310968,-0.019814949007437417,196.8598294134758,78.48067234106365,4018.398977630876,2206.6043760042844,-18109.733386469426,46968.17149192017,-8796.888670497776,-166751.3991442053,279000.67651710694
1.0300056170940646,-0.019732503940955316,196.19813104372568,97.68444113099609,4024.2803473557133,2111.8628319025474,-18217.83114731211,48103.80101542132,1214.481618879127,-157152.05510811327,300702.11403401796
